,guide,cass_time,cass_score,base_score,our_time,our_score
61,mmm,1.9357671737670898,0.9430879326610584,0.836580788186372,73.05357623100281,0.30081300743454703
62,mmm,2.182559013366699,0.9126287626029688,0.9302533442533443,71.46680402755737,0.37302241221180354
63,mmf,2.821594715118408,0.8648358420130757,0.939873417721519,71.88005924224854,0.5891167036473723
64,mmf,2.2307510375976562,0.90188972818997,0.962962962962963,72.89166975021362,0.5321306505098685
65,mmf,2.2643258571624756,0.8762006130452353,0.9380040322580645,70.07120990753174,0.3979457064467158
66,mmf,2.4755280017852783,0.8393203600655693,0.9330578235845268,72.49619102478027,0.5612516156266456
67,mmf,2.4638679027557373,0.9157889053933679,0.9191422432026373,72.6863100528717,0.44510106314955655
68,mmf,2.40667986869812,0.8096227790204753,0.9594594594594594,72.94022297859192,0.523783245258998
69,mmf,2.2506747245788574,0.8435259535074793,0.9148252663733226,72.20478796958923,0.4260931601311878
70,mmf,2.514939785003662,0.9277812139948042,0.8912624935536946,70.88851308822632,0.40742174951729715
71,mmf,2.389716148376465,0.8872730415486296,0.9060199113027344,70.57012915611267,0.3874766543158183
72,mff,2.4051918983459473,0.8565445368659821,0.9075989627227848,73.09407091140747,0.4681246724890131
73,mff,2.581010103225708,0.9008002292518169,0.9827363612288136,72.90292000770569,0.7689594866594215
74,mff,2.5819051265716553,0.8295202074038147,0.9666666666666667,72.9335458278656,0.6848232202063405
75,mff,2.7171590328216553,0.8704728219690956,1.0,70.95200610160828,0.6670965762177263
76,mff,2.62335205078125,0.8400731171249203,0.9837662337662337,70.29218101501465,0.5943429404170929
77,mff,2.7920820713043213,0.818963653849359,0.9947916666666666,73.20474314689636,0.6867560630736504
78,mff,2.667133092880249,0.8876237890706722,0.9915254237288136,70.72810387611389,0.720405396984289
79,mff,2.8415579795837402,0.880867304385253,0.982905982905983,70.8004322052002,0.7354602194479416
80,mff,2.4820711612701416,0.8453366342214887,1.0,71.93827795982361,0.6536188128847378
81,fff,3.2915971279144287,0.8945541730756222,0.9930555555555556,70.48318386077881,0.8487663417855453
82,fff,3.1717190742492676,0.8725391631286338,1.0,70.14116978645325,0.895309060387097
83,fff,3.0098159313201904,0.9027430885135052,0.9339550454328073,70.2480058670044,0.7455841456348518
84,fff,2.6875219345092773,0.9216499131305673,1.0,71.80347895622253,0.9003612394642235
85,fff,2.7628180980682373,0.8867651674186962,1.0,72.63390779495239,0.8219906011796709
86,fff,2.6028101444244385,0.8182136405507912,0.950087954036744,72.9212760925293,0.7368922699742402
87,fff,2.646304130554199,0.9112027353177796,1.0,72.59569692611694,0.8304615275403129
88,fff,2.524484872817993,0.9170327382410914,0.9470647037440931,73.07194781303406,0.790010757793727
89,fff,18.064443826675415,0.8300776304431922,0.9905660377358491,72.72208786010742,0.8022878944399079
